1291;07735015000147;ASSOCIACAO DAS ENTIDADES DE ASSISTENCIA E SERVICOS DE UTILIDADE COMUNITARIA DE VALINHOS INTEGRANTES DA FESTA DO FIGO E EXPO GOIABA;Isentas
1292;20701309000116;ASSOCIACAO DE MORADORES DO BAIRRO JARDIM NOVA ESPIRITO SANTO;Isentas
1293;11272198000189;ASSOCIACAO DE PAIS E MESTRES DA EMEB DOUTORA YRMA DE ANDRADE FIORI;Isentas
1294;11272149000146;ASSOCIACAO DE PAIS E MESTRES DA EMEB PROFESSORA LELIA FRANCO BUENO LEME;Isentas
1295;11272157000192;ASSOCIACAO DE PAIS E MESTRES DA EMEB VEREADOR EBER CARLOS SEVERINO FORATTO;Isentas
1296;11250887000192;ASSOCIACAO DE PAIS E MESTRES EMEB DOM MARTINHO ROTH;Isentas
1297;58390501000101;ASSOCIACAO DOS JUIZES CLASSISTAS APOSENTADOS E PENSIONISTAS DA JUSTICA DO TRABALHO DA 15� REGIAO;Isentas
1298;09211260000180;ASSOCIACAO DOS VITIVINICULTORES DE VALINHOS;Isentas
1528;02960131000146;CENTRO DE ORIENTACAO HUMANA E CRISTA SANTA RITA DE CASSIA;Imunes
1529;16384461000145;CONSELHO PARTICULAR SAO LUIZ GONZAGA DA SOCIEDADE DE SAO VICENTE DE PAULO DE VALINHOS;Isentas
1530;73077604000100;INSTITUTO ESPERANCA;Imunes
1658;43934152000174;APM DA EMEB PROF� DIRCE ANTONIO - DATA DE ABERTURA EM 23/09/2021 - DATA CADASTRO AE 05/11/2021;Isentas
2153;08221702000107;INSTITUTO DE SAUDE INTEGRADA ;Imunes
2476;47934948000188;FRATERNIDADE SAO JOAO DE JERUSALEM;Isentas
2477;51886810000128;ESPORTE CLUBE CASTELO;Isentas
2478;07224671000185;INSTITUTO NACIONAL DE PROTECAO E PRESERVACAO AMBIENTAL - INPPA;Isentas
2481;03956553000100;GRUPO ECOLOGICO DE VALINHOS;Isentas
2482;04676446000191;ASSOCIACAO EDUCATIVA E CULTURAL DE VALINHOS;Isentas
2483;49411200000126;ASSOCIACAO SAO CRISTOVAO DE ESPORTES;Isentas
2484;05238701000187;SOCIEDADE SALVE A MATA ATLANTICA;Isentas
2485;05492870000149;IGREJA DO ESPIRITO SANTO;Isentas
2486;17405482000162;IGREJA ALIANCA UNGIDA DO SENHOR;Isentas
2487;04905911000119;IGREJA PENTECOSTAL MARAVILHAS DO GRANDE DEUS;Isentas
2488;10990756000189;ASSOCIACAO DE PAIS E MESTRES DA E.M.E.I. TIO PEDRO BRANDINI;Isentas
2489;51906121000138;ASSOCIACAO DE AMIGOS DO BAIRRO FAZENDA SAO BENTO DO RECREIO;Isentas
2490;03900075000117;ASSOCIACAO FILANTROPICA DE APOIO A ENTIDADES BENEFICENTES PUBLICAS E PRIVADAS;Isentas
2491;11272183000110;ASSOCIACAO DE PAIS E MESTRES CEMEI PROFESSOR OSVALDO MULLER;Isentas
2493;14144081000108;IGREJA EVANGELICA MINISTERIO DO APOSTOLO;Imunes
2494;23490749000160;ASSOCIACAO ESPORTIVA MAVERICKS FUTEBOL AMERICANO;Isentas
2500;13163723000153;PROGRESSISTAS - VALINHOS - SP - MUNICIPAL;Imunes
2501;15488382000111;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO - VALINHOS - SP - MUNICIPAL;Imunes
3128;50980572000152;ASSOCIACAO ATLETICA BANCO DO BRASIL - NOSSA A PARTIR DE 22/12/2021;Isentas
3212;48450750000191;INSTITUTO CULTURAL E EDUCACIONAL DIVINUS MAGISTER - NOSSA A PARTIR DE 01/12/2022;Imunes
3474;46891301000153;UNIAO BRASIL - CAMPINAS SP - MUNICIPAL - DATA ABERTURA 26/05/2022;Imunes
3480;29501992000112;ASSOCIACAO CRISTA ACOLHER CUIDAR ENSINAR E SERVIR - NOSSA A PARTIR DE 01/06/2022;Imunes
3985;03952571000114;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA - VALINHOS - SP - MUNICIPAL - NOSSA A PARTIR DE 01/06/2023;Imunes
3985;03952571000114;PARTIDO SOCIAL DA DEMOCRACIA BRASILEIRA - VALINHOS  - NOSSA A PARTIR DE 06/06/2023;Imunes
4285;51178032000112;IGREJA MINISTERIO VIVER EM CRISTO - ABERTURA EM 26/06/2023;Imunes
4291;51167414000140;ASSOCIACAO BENEFICENTE ILE D OXUM YA PANDA - ABERTURA EM 23/06/2023;Isentas
4325;51372164000180;UNIAO BRASIL - VALINHOS - SP - MUNICIPAL - NOSSA A PARTIR DE 23/05/2023 ;Imunes
4356;48793658000124;INSTITUTO FRANCISCO DE ASSIS DE PROMOCAO HUMANA - NOSSA A PARTIR DE 01/08/2023 - ABERTURA EM 02/12/2022;Imunes
4607;51746803000120;PRIMEIRA IGREJA BATISTA DA LAGOINHA EM VALINHOS - NOSSA A PARTIR DE 09/08/2023 - ABERTURA EM 09/08/2023;Imunes
4757;51717819000105;IGREJA EVANGELICA ASSEMBLEIA DE DEUS FAMILIA RENOVADA - NOSSA A PARTIR DE 28/08/2023 - ABERTURA EM 07/08/2023;Imunes
4947;11457949000131;APM DA EMEB HELOISA DE CARVALHO CRISSIUMA - NOSSA A PARTIR DE 01/09/2023 - ABERTURA EM 03/12/2009;Isentas
5090;52859478000175;GSG COMERCIO DE EQUIPAMENTOS DE TELEFONIA - ABERTURA EM 10/11/2023;Simples Nacional
5129;52899657000136;CLINICA PREVITALE LTDA - ABERTURA EM 16/11/2023;Simples Nacional
5150;52966980000185;AMORINNE SORVETE VALINHOS LTDA - ABERTURA EM 22/11/2023;Simples Nacional
5179;53012668000115;B. MARCONDES LTDA - ABERTURA EM 27/11/2023;Simples Nacional
5149;52922300000121;DOLCINELLO CONFEITARIA LTDA - ABERTURA EM 17/11/2023;Simples Nacional
